ds,color,size,y_true,y_pred
2024-06-20,Kırmızı,S,8,10.979921426356412
2024-06-21,Kırmızı,S,4,10.227467844938179
2024-06-22,Kırmızı,S,19,13.018442141728578
2024-06-23,Kırmızı,S,5,13.768731614730404
2024-06-24,Kırmızı,S,6,9.196210846818818
2024-06-25,Kırmızı,S,13,9.251604335052098
2024-06-26,Kırmızı,S,9,10.13077694676336
2024-06-27,Kırmızı,S,11,10.429263352959623
2024-06-28,Kırmızı,S,4,9.676809771546827
2024-06-29,Kırmızı,S,20,12.4677840683225
2024-06-30,Kırmızı,S,16,13.218073541336757
2024-07-01,Kırmızı,S,5,9.99585298929661
2024-07-02,Kırmızı,S,11,10.051246477530663
2024-07-03,Kırmızı,S,1,10.132858535273188
2024-07-04,Kırmızı,S,15,9.6337843875075
2024-07-05,Kırmızı,S,3,8.88133080609095
2024-07-06,Kırmızı,S,37,11.67230510286947
2024-07-07,Kırmızı,S,23,13.7728947917461
2024-07-08,Kırmızı,S,15,10.550674239704948
2024-07-09,Kırmızı,S,8,10.606067727942355
2024-07-10,Kırmızı,S,22,10.687679785687553
2024-07-11,Kırmızı,S,8,10.986166191887072
2024-07-12,Kırmızı,S,7,8.883412394599524
2024-07-13,Kırmızı,S,3,11.674386691380445
2024-07-14,Kırmızı,S,16,12.424676164381275
2024-07-15,Kırmızı,S,4,9.202455612354184
2024-07-16,Kırmızı,S,8,9.257849100582225
2024-07-17,Kırmızı,S,6,9.339461158326428
2024-07-18,Kırmızı,S,1,9.637947564526929
2024-07-19,Kırmızı,S,15,8.885493983114678
2024-07-20,Kırmızı,S,15,11.676468279881316
2024-07-21,Kırmızı,S,9,12.426757752894286
2024-07-22,Kırmızı,S,8,9.204537200861772
2024-07-23,Kırmızı,S,0,9.259930689092052
2024-07-24,Kırmızı,S,8,9.341542746836918
2024-07-25,Kırmızı,S,10,9.640029153037739
2024-07-26,Kırmızı,S,5,8.887575571617056
2024-07-27,Kırmızı,S,6,11.67854986839229
2024-07-28,Kırmızı,S,8,12.428839341400414
2024-07-29,Kırmızı,S,27,9.206618789371825
2024-07-30,Kırmızı,S,8,9.262012277602876
2024-07-31,Kırmızı,S,13,9.343624335345483
2024-08-01,Kırmızı,S,12,9.642110741544165
2024-08-02,Kırmızı,S,10,8.88965716013221
2024-08-03,Kırmızı,S,14,11.680631456906998
2024-08-04,Kırmızı,S,5,12.430920929909984
2024-08-05,Kırmızı,S,16,9.208700377881879
2024-08-06,Kırmızı,S,18,9.264093866112702
2024-08-07,Kırmızı,S,10,9.345705923855974
2024-08-08,Kırmızı,S,18,9.644192330054976
2024-08-09,Kırmızı,S,23,8.891738748640783
2024-08-10,Kırmızı,S,31,11.682713045417971
2024-08-11,Kırmızı,S,16,12.433002518426182
2024-08-12,Kırmızı,S,22,9.210781966394674
2024-08-13,Kırmızı,S,7,9.26617545462453
2024-08-14,Kırmızı,S,10,9.347787512365802
2024-08-15,Kırmızı,S,14,9.646273918563592
2024-08-16,Kırmızı,S,6,8.893820337146451
2024-08-17,Kırmızı,S,17,11.68479463393268
2024-08-18,Kırmızı,S,7,12.43508410693575
2024-08-19,Kırmızı,S,10,9.212863554902261
2024-08-20,Kırmızı,S,17,9.268257043134355
2024-08-21,Kırmızı,S,13,9.34986910087629
2024-08-22,Kırmızı,S,8,9.648355507077017
2024-08-23,Kırmızı,S,3,8.895901925658315
2024-08-24,Kırmızı,S,22,11.686876222439919
2024-08-25,Kırmızı,S,27,12.437165695441879
2024-08-26,Kırmızı,S,12,9.214945143412313
2024-08-27,Kırmızı,S,8,9.270338631641827
2024-08-28,Kırmızı,S,13,9.351950689386118
2024-08-29,Kırmızı,S,10,9.650437095585634
2024-08-30,Kırmızı,S,24,8.897983514170178
2024-08-31,Kırmızı,S,18,11.688957810954626
2024-09-01,Kırmızı,S,3,12.439247283951449
2024-09-02,Kırmızı,S,9,9.217026731922367
2024-09-03,Kırmızı,S,6,10.254227328088131
2024-09-04,Kırmızı,S,3,10.335839385832745
2024-09-05,Kırmızı,S,7,10.63432579202973
2024-09-06,Kırmızı,S,0,9.88187221061423
2024-09-07,Kırmızı,S,6,12.672846507390977
2024-09-08,Kırmızı,S,6,13.423135980403124
2024-09-09,Kırmızı,S,7,10.200915428365432
2024-09-10,Kırmızı,S,1,10.256308916598957
2024-09-11,Kırmızı,S,7,9.356113866407098
2024-09-12,Kırmızı,S,7,9.654600272607677
2024-09-13,Kırmızı,S,11,8.902146691187326
2024-09-14,Kırmızı,S,19,11.693120987966473
2024-09-15,Kırmızı,S,5,12.443410460980658
2024-09-16,Kırmızı,S,7,9.221189908937543
2024-09-17,Kırmızı,S,19,9.276583397173306
2024-09-18,Kırmızı,S,16,9.358195454915663
2024-09-19,Kırmızı,S,15,9.656681861118486
2024-09-20,Kırmızı,S,10,8.904228279699188
2024-09-21,Kırmızı,S,2,11.695202576477445
2024-09-22,Kırmızı,S,31,12.445492049486784
2024-09-23,Kırmızı,S,17,9.223271497455269
2024-09-24,Kırmızı,S,2,9.27866498568313
2024-09-25,Kırmızı,S,7,9.360277043426153
2024-09-26,Kırmızı,S,7,9.658763449624912
2024-09-27,Kırmızı,S,7,9.703870422178792
2024-09-28,Kırmızı,S,16,12.494844718959893
2024-09-29,Kırmızı,S,20,13.245134191964093
2024-09-30,Kırmızı,S,6,10.022913639933059
2024-10-01,Kırmızı,S,7,9.280746574193957
2024-10-02,Kırmızı,S,11,9.36235863193664
2024-10-03,Kırmızı,S,7,9.66084503813572
2024-10-04,Kırmızı,S,7,8.90839145671672
2024-10-05,Kırmızı,S,10,11.69936575350686
2024-10-06,Kırmızı,S,6,12.44965522650248
2024-10-07,Kırmızı,S,3,9.227434674470441
2024-10-08,Kırmızı,S,10,9.282828162704782
2024-10-09,Kırmızı,S,11,9.364440220445207
2024-10-10,Kırmızı,S,3,9.662926626644339
2024-10-11,Kırmızı,S,18,8.910473045225292
2024-10-12,Kırmızı,S,23,11.701447342003998
2024-10-13,Kırmızı,S,13,12.451736815012051
2024-10-14,Kırmızı,S,8,9.229516262980495
2024-10-15,Kırmızı,S,11,9.284909751212254
2024-10-16,Kırmızı,S,6,9.366521808955696
2024-10-17,Kırmızı,S,15,9.665008215155149
2024-10-18,Kırmızı,S,16,8.912554633740445
2024-10-19,Kırmızı,S,5,11.703528930511236
2024-10-20,Kırmızı,S,20,12.453818403528249
2024-10-21,Kırmızı,S,7,9.231597851488083
2024-10-22,Kırmızı,S,5,9.286991339723082
2024-10-23,Kırmızı,S,5,9.368603397465524
2024-10-24,Kırmızı,S,8,9.667089803663767
2024-10-25,Kırmızı,S,7,8.914636222249019
2024-10-26,Kırmızı,S,6,11.705610519025946
2024-10-27,Kırmızı,S,15,12.455899992037818
2024-10-28,Kırmızı,S,2,9.233679439998134
2024-10-29,Kırmızı,S,7,9.289072928233908
2024-10-30,Kırmızı,S,9,9.370684985976673
2024-10-31,Kırmızı,S,5,9.66917139217719
2024-11-01,Kırmızı,S,13,8.916717810760883
2024-11-02,Kırmızı,S,5,11.707692107540655
2024-11-03,Kırmızı,S,12,12.457981580543947
2024-11-04,Kırmızı,S,6,9.235761028505722
2024-11-05,Kırmızı,S,8,9.291154516740379
2024-11-06,Kırmızı,S,15,10.35457368242198
2024-11-07,Kırmızı,S,3,10.653060088621286
2024-11-08,Kırmızı,S,8,9.900606507202028
2024-11-09,Kırmızı,S,6,12.691580803987105
2024-11-10,Kırmızı,S,7,13.257623723024695
2024-11-11,Kırmızı,S,6,10.035403170991186
2024-11-12,Kırmızı,S,5,10.090796659219947
2024-11-13,Kırmızı,S,6,10.17240871696407
2024-11-14,Kırmızı,S,9,10.470895123164357
2024-11-15,Kırmızı,S,7,9.718441541746152
2024-11-16,Kırmızı,S,16,11.711855284556236
2024-11-17,Kırmızı,S,9,12.462144757563085
2024-11-18,Kırmızı,S,21,10.40597786743425
2024-11-19,Kırmızı,S,9,10.461371355665248
2024-11-20,Kırmızı,S,10,10.542983413410035
2024-11-21,Kırmızı,S,12,10.84146981960626
2024-11-22,Kırmızı,S,13,10.089016238193492
2024-11-23,Kırmızı,S,3,11.713936873063474
2024-11-24,Kırmızı,S,17,12.464226346069214
2024-11-25,Kırmızı,S,6,9.242005794038624
2024-11-26,Kırmızı,S,6,9.29739928227286
2024-11-27,Kırmızı,S,14,9.379011340014726
2024-11-28,Kırmızı,S,8,9.677497746213856
2024-11-29,Kırmızı,S,27,8.92504416480214
2024-11-30,Kırmızı,S,21,11.716018461578182
2024-12-01,Kırmızı,S,0,12.466307934578783
2024-12-02,Kırmızı,S,0,9.24408738255635
2024-12-03,Kırmızı,S,5,9.299480870783686
2024-12-04,Kırmızı,S,8,9.381092928525874
2024-12-05,Kırmızı,S,2,9.679579334725087
2024-12-06,Kırmızı,S,15,8.927125753310714
2024-12-07,Kırmızı,S,17,11.718100050089156
2024-12-08,Kırmızı,S,15,12.468389523091538
2024-12-09,Kırmızı,S,13,9.246168971066403
2024-12-10,Kırmızı,S,7,9.301562459294512
2024-12-11,Kırmızı,S,9,9.383174517035702
2024-12-12,Kırmızı,S,1,9.681660923235897
2024-12-13,Kırmızı,S,6,8.929207341816383
2024-12-14,Kırmızı,S,5,11.72018163860013
2024-12-15,Kırmızı,S,17,12.47047111160455
2024-12-16,Kırmızı,S,9,9.248250559571524
2024-12-17,Kırmızı,S,3,9.303644047804337
2024-12-18,Kırmızı,S,5,9.385256105546192
2024-12-19,Kırmızı,S,9,10.481303065714446
2024-12-20,Kırmızı,S,5,9.728849484292695
2024-12-21,Kırmızı,S,11,12.519823781078841
2024-12-22,Kırmızı,S,10,13.270113254081858
2024-12-23,Kırmızı,S,13,10.047892702049316
2024-12-24,Kırmızı,S,8,10.10328619027955
2024-12-25,Kırmızı,S,5,9.387337694056681
2024-12-26,Kırmızı,S,3,9.685824100253132
2024-12-27,Kırmızı,S,4,8.933370518840109
2024-12-28,Kırmızı,S,10,11.72434481562581
2024-12-29,Kırmızı,S,18,12.474634288630318
2024-12-30,Kırmızı,S,12,9.252413736591631
2024-12-31,Kırmızı,S,5,9.307807224821635
2024-01-01,Kırmızı,XL,0,8.557972366708743
2024-01-02,Kırmızı,XL,13,8.31389843433869
2024-01-03,Kırmızı,XL,3,9.173861246107556
2024-01-04,Kırmızı,XL,2,9.630765825224023
2024-01-05,Kırmızı,XL,10,9.011971582571608
2024-01-06,Kırmızı,XL,11,12.180346845355476
2024-01-07,Kırmızı,XL,14,12.268819324249458
2024-01-08,Kırmızı,XL,13,8.555642232710984
2024-01-09,Kırmızı,XL,12,8.311568300332755
2024-01-10,Kırmızı,XL,8,9.1715311121007
2024-01-11,Kırmızı,XL,6,9.628435691216835
2024-01-12,Kırmızı,XL,5,9.009641448563972
2024-01-13,Kırmızı,XL,12,12.178016711339275
2024-01-14,Kırmızı,XL,14,12.266489190238076
2024-01-15,Kırmızı,XL,12,8.553312098700935
2024-01-16,Kırmızı,XL,5,8.309238166326821
2024-01-17,Kırmızı,XL,7,9.169200978094382
2024-01-18,Kırmızı,XL,3,9.626105557208557
2024-01-19,Kırmızı,XL,7,9.007311314556334
2024-01-20,Kırmızı,XL,21,12.175686577333213
2024-01-21,Kırmızı,XL,11,12.264159056232813
2024-01-22,Kırmızı,XL,12,8.55098196469088
2024-01-23,Kırmızı,XL,6,8.30690803231931
2024-01-24,Kırmızı,XL,7,9.166870844083897
2024-01-25,Kırmızı,XL,6,9.62377542320137
2024-01-26,Kırmızı,XL,5,9.004981180550937
2024-01-27,Kırmızı,XL,11,12.497723812311037
2024-01-28,Kırmızı,XL,11,12.586196291205315
2024-01-29,Kırmızı,XL,5,8.87301919967701
2024-01-30,Kırmızı,XL,7,8.628945267295682
2024-01-31,Kırmızı,XL,13,9.488908079061195
2024-02-01,Kırmızı,XL,6,9.945812658179177
2024-02-02,Kırmızı,XL,0,9.002651046545537
2024-02-03,Kırmızı,XL,10,12.17102630932403
2024-02-04,Kırmızı,XL,0,12.259498788222942
2024-02-05,Kırmızı,XL,7,8.729556021177586
2024-02-06,Kırmızı,XL,4,8.485482088797808
2024-02-07,Kırmızı,XL,4,9.345444900562667
2024-02-08,Kırmızı,XL,10,9.802349479680046
2024-02-09,Kırmızı,XL,9,9.183555237024782
2024-02-10,Kırmızı,XL,16,12.168696175320909
2024-02-11,Kırmızı,XL,12,12.257168654214617
2024-02-12,Kırmızı,XL,10,8.543991562673021
2024-02-13,Kırmızı,XL,5,8.29991763029993
2024-02-14,Kırmızı,XL,2,9.159880442064406
2024-02-15,Kırmızı,XL,4,9.616785021179828
2024-02-16,Kırmızı,XL,7,8.997990778525203
2024-02-17,Kırmızı,XL,6,12.166366041314848
2024-02-18,Kırmızı,XL,9,12.254838520206297
2024-02-19,Kırmızı,XL,6,8.541661428665542
2024-02-20,Kırmızı,XL,6,8.297587496288818
2024-02-21,Kırmızı,XL,9,9.157550308058086
2024-02-22,Kırmızı,XL,9,9.614454887172641
2024-02-23,Kırmızı,XL,8,8.995660644522044
2024-02-24,Kırmızı,XL,7,12.164035907308785
2024-02-25,Kırmızı,XL,20,12.252508386207802
2024-02-26,Kırmızı,XL,14,8.539331294655492
2024-02-27,Kırmızı,XL,11,8.295257362281307
2024-02-28,Kırmızı,XL,8,9.155220174047335
2024-02-29,Kırmızı,XL,2,9.612124753164363
2024-03-01,Kırmızı,XL,8,8.993330510514406
2024-03-02,Kırmızı,XL,4,12.161705773292585
2024-03-03,Kırmızı,XL,11,12.250178252199483
2024-03-04,Kırmızı,XL,9,8.53700116064801
2024-03-05,Kırmızı,XL,7,8.29292722827695
2024-03-06,Kırmızı,XL,7,9.152890040040477
2024-03-07,Kırmızı,XL,11,9.60979461916047
2024-03-08,Kırmızı,XL,14,8.991000376509009
2024-03-09,Kırmızı,XL,10,12.159375639289461
2024-03-10,Kırmızı,XL,19,12.247848118188099
2024-03-11,Kırmızı,XL,9,8.53467102663796
2024-03-12,Kırmızı,XL,19,8.290597094269437
2024-03-13,Kırmızı,XL,11,9.15055990603416
2024-03-14,Kırmızı,XL,9,9.607464485152192
2024-03-15,Kırmızı,XL,0,8.988670242501371
2024-03-16,Kırmızı,XL,5,12.15704550528046
2024-03-17,Kırmızı,XL,7,12.245517984182836
2024-03-18,Kırmızı,XL,6,8.532340892640203
2024-03-19,Kırmızı,XL,16,8.288266960263504
2024-03-20,Kırmızı,XL,8,9.14822977202784
2024-03-21,Kırmızı,XL,17,10.07063476462083
2024-03-22,Kırmızı,XL,7,9.451840521971798
2024-03-23,Kırmızı,XL,7,12.620215784743023
2024-03-24,Kırmızı,XL,18,12.708688263647282
2024-03-25,Kırmızı,XL,14,8.99551117210598
2024-03-26,Kırmızı,XL,6,8.285936826255993
2024-03-27,Kırmızı,XL,14,9.145899638021254
2024-03-28,Kırmızı,XL,10,9.602804217135635
2024-03-29,Kırmızı,XL,11,8.984009974483273
2024-03-30,Kırmızı,XL,7,12.152385237258196
2024-03-31,Kırmızı,XL,4,12.240857716160075
2024-04-01,Kırmızı,XL,13,8.852047993606558
2024-04-02,Kırmızı,XL,7,8.60797406123034
2024-04-03,Kırmızı,XL,7,9.467936872994922
2024-04-04,Kırmızı,XL,16,9.924841452112332
2024-04-05,Kırmızı,XL,15,8.981679840477875
2024-04-06,Kırmızı,XL,11,12.150055103255074
2024-04-07,Kırmızı,XL,8,12.238527582151752
2024-04-08,Kırmızı,XL,12,8.52535049061005
2024-04-09,Kırmızı,XL,7,8.28127655824052
2024-04-10,Kırmızı,XL,12,9.141239370004183
2024-04-11,Kırmızı,XL,6,9.598143949121262
2024-04-12,Kırmızı,XL,7,9.585983164440245
2024-04-13,Kırmızı,XL,10,12.754358427216781
2024-04-14,Kırmızı,XL,10,12.842830906117971
2024-04-15,Kırmızı,XL,10,9.129653814570338
2024-04-16,Kırmızı,XL,0,8.885579882202356
2024-04-17,Kırmızı,XL,14,9.745542693965632
2024-04-18,Kırmızı,XL,8,10.20244727308075
2024-04-19,Kırmızı,XL,11,8.977019572459778
2024-04-20,Kırmızı,XL,13,12.14539483524295
2024-04-21,Kırmızı,XL,11,12.233867314144938
2024-04-22,Kırmızı,XL,11,8.520690222595091
2024-04-23,Kırmızı,XL,6,8.276616290227075
2024-04-24,Kırmızı,XL,0,9.136579101991277
2024-04-25,Kırmızı,XL,13,9.593483681110184
2024-04-26,Kırmızı,XL,10,8.97468943845214
2024-04-27,Kırmızı,XL,15,12.14306470123689
2024-04-28,Kırmızı,XL,9,12.231537180133557
2024-04-29,Kırmızı,XL,16,8.518360088594761
2024-04-30,Kırmızı,XL,11,8.274286156215965
2024-05-01,Kırmızı,XL,6,9.13424896798469
2024-05-02,Kırmızı,XL,16,9.591153547100811
2024-05-03,Kırmızı,XL,3,8.97235930444898
2024-05-04,Kırmızı,XL,19,12.140734567233768
2024-05-05,Kırmızı,XL,12,12.229207046125236
2024-05-06,Kırmızı,XL,8,8.516029954587282
2024-05-07,Kırmızı,XL,3,8.271956022208451
2024-05-08,Kırmızı,XL,11,9.59741924745393
2024-05-09,Kırmızı,XL,8,10.054323826569453
2024-05-10,Kırmızı,XL,10,9.435529583917168
2024-05-11,Kırmızı,XL,8,12.603904846693393
2024-05-12,Kırmızı,XL,15,12.69237732559274
2024-05-13,Kırmızı,XL,0,8.979200234050483
2024-05-14,Kırmızı,XL,16,8.735126301679921
2024-05-15,Kırmızı,XL,7,9.59508911344761
2024-05-16,Kırmızı,XL,8,9.586493279088641
2024-05-17,Kırmızı,XL,3,9.574332494401474
2024-05-18,Kırmızı,XL,12,12.742707757182213
2024-05-19,Kırmızı,XL,17,12.83118023607636
2024-05-20,Kırmızı,XL,9,9.118003144534947
2024-05-21,Kırmızı,XL,8,8.87392921216435
2024-05-22,Kırmızı,XL,11,9.73389202392907
2024-05-23,Kırmızı,XL,17,10.190796603049224
2024-05-24,Kırmızı,XL,15,8.965368902430546
2024-05-25,Kırmızı,XL,13,12.133744165205442
2024-05-26,Kırmızı,XL,11,12.2222166441101
2024-05-27,Kırmızı,XL,14,8.509039552569421
2024-05-28,Kırmızı,XL,7,8.264965620189072
2024-05-29,Kırmızı,XL,7,9.124928431954983
2024-05-30,Kırmızı,XL,8,9.581833011073176
2024-05-31,Kırmızı,XL,7,8.963038768422908
2024-06-01,Kırmızı,XL,18,12.13141403120232
2024-06-02,Kırmızı,XL,10,12.219886510101777
2024-06-03,Kırmızı,XL,14,8.506709418561943
2024-06-04,Kırmızı,XL,15,8.262635486184713
2024-06-05,Kırmızı,XL,6,9.122598297948127
2024-06-06,Kırmızı,XL,18,9.579502877064897
2024-06-07,Kırmızı,XL,19,8.96070863441021
2024-06-08,Kırmızı,XL,16,12.1290838971992
2024-06-09,Kırmızı,XL,30,12.824189834058163
2024-06-10,Kırmızı,XL,7,9.111012742519659
2024-06-11,Kırmızı,XL,8,8.866938810144973
2024-06-12,Kırmızı,XL,14,9.726901621905409
2024-06-13,Kırmızı,XL,6,10.183806201024385
2024-06-14,Kırmızı,XL,2,8.958378500402574
2024-06-15,Kırmızı,XL,18,12.126753763190198
2024-06-16,Kırmızı,XL,7,12.8218597000529
2024-06-17,Kırmızı,XL,12,9.108682608509609
2024-06-18,Kırmızı,XL,6,8.864608676133859
2024-06-19,Kırmızı,XL,15,9.724571487898825
2024-06-20,Kırmızı,XL,8,10.1814760670172
2024-06-21,Kırmızı,XL,6,9.562681824364944
2024-06-22,Kırmızı,XL,4,12.731057087154845
2024-06-23,Kırmızı,XL,10,12.81952956605135
2024-06-24,Kırmızı,XL,18,8.499719016531788
2024-06-25,Kırmızı,XL,7,8.25564508415858
2024-06-26,Kırmızı,XL,15,9.29884222041668
2024-06-27,Kırmızı,XL,12,9.755746799532002
2024-06-28,Kırmızı,XL,9,9.136952556883719
2024-06-29,Kırmızı,XL,40,12.305327819659874
2024-06-30,Kırmızı,XL,10,12.393800298567202
2024-07-01,Kırmızı,XL,13,8.680623207016252
2024-07-02,Kırmızı,XL,11,8.436549274644587
2024-07-03,Kırmızı,XL,7,9.29651208641036
2024-07-04,Kırmızı,XL,12,9.570182341037262
2024-07-05,Kırmızı,XL,13,8.951388098386378
2024-07-06,Kırmızı,XL,17,12.119763361164814
2024-07-07,Kırmızı,XL,23,12.814869298031647
2024-07-08,Kırmızı,XL,12,9.101692206479452
2024-07-09,Kırmızı,XL,9,8.857618274110878
2024-07-10,Kırmızı,XL,7,9.717581085879331
2024-07-11,Kırmızı,XL,5,10.17448566499675
2024-07-12,Kırmızı,XL,13,8.949057964378742
2024-07-13,Kırmızı,XL,34,12.117433227158749
2024-07-14,Kırmızı,XL,16,12.205905706052496
2024-07-15,Kırmızı,XL,10,8.492728614516501
2024-07-16,Kırmızı,XL,6,8.248654682137174
2024-07-17,Kırmızı,XL,0,9.108617493905243
2024-07-18,Kırmızı,XL,10,9.565522073021796
2024-07-19,Kırmızı,XL,12,8.94672783037558
2024-07-20,Kırmızı,XL,0,12.11510309314255
2024-07-21,Kırmızı,XL,2,12.203575572047235
2024-07-22,Kırmızı,XL,8,8.49039848050645
2024-07-23,Kırmızı,XL,11,8.246324548129666
2024-07-24,Kırmızı,XL,7,9.106287359898657
2024-07-25,Kırmızı,XL,8,9.56319193901461
2024-07-26,Kırmızı,XL,10,8.944397696360646
2024-07-27,Kırmızı,XL,6,12.112772959136487
2024-07-28,Kırmızı,XL,11,12.201245438035851
2024-07-29,Kırmızı,XL,5,8.488068346498972
2024-07-30,Kırmızı,XL,14,8.243994414123728
2024-07-31,Kırmızı,XL,14,9.103957225888173
2024-08-01,Kırmızı,XL,17,9.560861805005239
2024-08-02,Kırmızı,XL,11,8.942067562357483
2024-08-03,Kırmızı,XL,17,12.110442825133365
2024-08-04,Kırmızı,XL,11,12.19891530402753
2024-08-05,Kırmızı,XL,8,8.48573821249149
2024-08-06,Kırmızı,XL,1,8.241664280116218
2024-08-07,Kırmızı,XL,4,9.101627091881586
2024-08-08,Kırmızı,XL,20,9.558531670998052
2024-08-09,Kırmızı,XL,14,8.939737428349849
2024-08-10,Kırmızı,XL,21,12.108112691127303
2024-08-11,Kırmızı,XL,15,12.196585170029039
2024-08-12,Kırmızı,XL,12,8.48340807848859
2024-08-13,Kırmızı,XL,8,8.23933414611186
2024-08-14,Kırmızı,XL,3,9.099296957875266
2024-08-15,Kırmızı,XL,6,9.556201536989775
2024-08-16,Kırmızı,XL,12,8.937407294337147
2024-08-17,Kırmızı,XL,16,12.105782557124183
2024-08-18,Kırmızı,XL,0,12.194255036020717
2024-08-19,Kırmızı,XL,10,8.481077944478535
2024-08-20,Kırmızı,XL,14,8.237004012104348
2024-08-21,Kırmızı,XL,16,9.09696682386868
2024-08-22,Kırmızı,XL,18,9.553871402985882
2024-08-23,Kırmızı,XL,4,8.93507716033175
2024-08-24,Kırmızı,XL,17,12.103452423115181
2024-08-25,Kırmızı,XL,24,12.191924902009335
2024-08-26,Kırmızı,XL,23,8.47874781047106
2024-08-27,Kırmızı,XL,12,8.234673878093236
2024-08-28,Kırmızı,XL,8,9.09463668986236
2024-08-29,Kırmızı,XL,3,9.551541268977603
2024-08-30,Kırmızı,XL,7,8.93274702632635
2024-08-31,Kırmızı,XL,28,12.101122289112059
2024-09-01,Kırmızı,XL,14,12.189594768001013
2024-09-02,Kırmızı,XL,8,8.476417676463578
2024-09-03,Kırmızı,XL,22,8.556711113071186
2024-09-04,Kırmızı,XL,14,9.41667392483939
2024-09-05,Kırmızı,XL,6,9.873578503953206
2024-09-06,Kırmızı,XL,6,9.254784261302598
2024-09-07,Kırmızı,XL,4,12.423159524079741
2024-09-08,Kırmızı,XL,4,12.511632002986406
2024-09-09,Kırmızı,XL,5,8.798454911437412
2024-09-10,Kırmızı,XL,14,8.55438097906525
2024-09-11,Kırmızı,XL,7,9.089976421849187
2024-09-12,Kırmızı,XL,5,9.546881000965433
2024-09-13,Kırmızı,XL,7,8.928086758311077
2024-09-14,Kırmızı,XL,22,12.096462021089796
2024-09-15,Kırmızı,XL,28,12.18493449999726
2024-09-16,Kırmızı,XL,12,8.471757408443475
2024-09-17,Kırmızı,XL,18,8.227683476073857
2024-09-18,Kırmızı,XL,7,9.087646287838703
2024-09-19,Kırmızı,XL,8,9.544550866958245
2024-09-20,Kırmızı,XL,16,8.925756624305679
2024-09-21,Kırmızı,XL,12,12.094131887083734
2024-09-22,Kırmızı,XL,13,12.182604365985876
2024-09-23,Kırmızı,XL,18,8.46942727444572
2024-09-24,Kırmızı,XL,16,8.225353342066345
2024-09-25,Kırmızı,XL,7,9.085316153832116
2024-09-26,Kırmızı,XL,4,9.542220732948874
2024-09-27,Kırmızı,XL,12,9.106660814792221
2024-09-28,Kırmızı,XL,4,12.275036077572555
2024-09-29,Kırmızı,XL,16,12.3635085564695
2024-09-30,Kırmızı,XL,15,8.650331464930183
2024-10-01,Kırmızı,XL,5,8.223023208060411
2024-10-02,Kırmızı,XL,10,9.08298601982553
2024-10-03,Kırmızı,XL,3,9.539890598941687
2024-10-04,Kırmızı,XL,8,8.921096356287583
2024-10-05,Kırmızı,XL,21,12.089471619077493
2024-10-06,Kırmızı,XL,18,12.177944097966172
2024-10-07,Kırmızı,XL,16,8.464767006425618
2024-10-08,Kırmızı,XL,18,8.220693074054477
2024-10-09,Kırmızı,XL,11,9.080655885815045
2024-10-10,Kırmızı,XL,3,9.537560464933408
2024-10-11,Kırmızı,XL,8,8.918766222279945
2024-10-12,Kırmızı,XL,7,12.08714148505835
2024-10-13,Kırmızı,XL,2,12.17561396395785
2024-10-14,Kırmızı,XL,4,8.462436872418136
2024-10-15,Kırmızı,XL,7,8.218362940043365
2024-10-16,Kırmızı,XL,18,9.07832575180846
2024-10-17,Kırmızı,XL,13,9.535230330926222
2024-10-18,Kırmızı,XL,4,8.916436088276786
2024-10-19,Kırmızı,XL,2,12.084811351049348
2024-10-20,Kırmızı,XL,13,12.17328382995936
2024-10-21,Kırmızı,XL,13,8.460106738408086
2024-10-22,Kırmızı,XL,10,8.216032806037429
2024-10-23,Kırmızı,XL,7,9.075995617802137
2024-10-24,Kırmızı,XL,10,9.532900196917945
2024-10-25,Kırmızı,XL,13,8.914105954269148
2024-10-26,Kırmızı,XL,0,12.082481217046224
2024-10-27,Kırmızı,XL,5,12.170953695951038
2024-10-28,Kırmızı,XL,18,8.457776604400607
2024-10-29,Kırmızı,XL,6,8.213702672031495
2024-10-30,Kırmızı,XL,5,9.073665483795283
2024-10-31,Kırmızı,XL,2,9.530570062914052
2024-11-01,Kırmızı,XL,15,8.91177582026375
2024-11-02,Kırmızı,XL,9,12.080151083043106
2024-11-03,Kırmızı,XL,5,12.168623561939656
2024-11-04,Kırmızı,XL,4,8.455446470390555
2024-11-05,Kırmızı,XL,9,8.211372538018805
2024-11-06,Kırmızı,XL,14,9.395702718772847
2024-11-07,Kırmızı,XL,14,9.852607297889657
2024-11-08,Kırmızı,XL,9,9.233813055234934
2024-11-09,Kırmızı,XL,10,12.402188318020926
2024-11-10,Kırmızı,XL,7,12.349527752426336
2024-11-11,Kırmızı,XL,5,8.636350660884741
2024-11-12,Kırmızı,XL,8,8.39227672850639
2024-11-13,Kırmızı,XL,16,9.252239540274587
2024-11-14,Kırmızı,XL,5,9.70914411939053
2024-11-15,Kırmızı,XL,9,9.090349876737596
2024-11-16,Kırmızı,XL,18,12.07549081502378
2024-11-17,Kırmızı,XL,6,12.163963293923011
2024-11-18,Kırmızı,XL,16,8.916286615858574
2024-11-19,Kırmızı,XL,4,8.672212683482762
2024-11-20,Kırmızı,XL,12,9.532175495251884
2024-11-21,Kırmızı,XL,8,9.989080074365042
2024-11-22,Kırmızı,XL,4,9.37028583171608
2024-11-23,Kırmızı,XL,9,12.073160681014778
2024-11-24,Kırmızı,XL,16,12.16163315991163
2024-11-25,Kırmızı,XL,3,8.448456068372694
